# Constructed from biom file
#OTU ID	Bact89	Bact1z3z2R	Bact5z5z2	Bact3z5z2	Bact183	Bact3z1z2R	Bact1z2z2R	Bact3z4z2	Bact128	Bact3z5z2R	Bact3z3z2	Bact90	Bact197	Bact5z5z2R	Bact127	Bact175zFB	Bact5z1z2	Bact1z5z2	Bact101	Bact5z3z2	Bact3z4z2R	Bact198	Bact1z1z2	Bact180	Bact177	Bact192	Bact5z2z2R	Bact5z1z2R	Bact5z2z2	Bact181	Bact3z3z2R	Bact176	Bact86	Bact194	Bact3z2z2R	Bact5z3z2R	Bact5z4z2	Bact1z3z2	Bact105	Bact5z4z2R	Bact182	Bact196	Bact130	Bact87	Bact184	Bact102	Bact193	Bact103	Bact1z1z2R	Bact126	Bact195	Bact1z4z2	Bact3z1z2	Bact1z5z2R	Bact3z2z2	Bact1z4z2R	Bact190	Bact104	Bact88	Bact179	Bact191	Bact1z2z2	Bact178
D_0__Bacteria;D_1__Patescibacteria;D_2__ABY1;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Kaiserbacteria;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	10.0	3.0	6.0	2.0	2.0	5.0	0.0	2.0	6.0	0.0	66.0	0.0	0.0	2.0	6.0	0.0	7.0	5.0	14.0	2.0	5.0	4.0	3.0	0.0	0.0	0.0	0.0	10.0	0.0	3.0	9.0	0.0	6.0	6.0	3.0	4.0	2.0	4.0	12.0	4.0	2.0	0.0	19.0	0.0	3.0	0.0	14.0	8.0	0.0	0.0	0.0	7.0	3.0	7.0	21.0	4.0	0.0	2.0	0.0	0.0	0.0	14.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;D_4__uncultured bacterium;D_5__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;__;__	0.0	2.0	0.0	0.0	0.0	3.0	30.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__BD7-11;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	8.0	0.0	6.0	12.0	0.0	4.0	0.0	2.0	5.0	15.0	15.0	16.0	0.0	0.0	5.0	13.0	8.0	2.0	9.0	4.0	6.0	0.0	6.0	0.0	0.0	0.0	0.0	4.0	0.0	13.0	3.0	2.0	9.0	2.0	3.0	6.0	7.0	2.0	5.0	0.0	17.0	0.0	0.0	0.0	2.0	16.0	0.0	5.0	5.0	0.0	0.0	0.0	7.0	4.0	11.0	2.0	2.0	16.0	0.0	2.0	0.0	5.0	2.0
D_0__Bacteria;D_1__Planctomycetes;D_2__OM190;D_3__uncultured Planctomycetales bacterium;D_4__uncultured Planctomycetales bacterium;D_5__uncultured Planctomycetales bacterium	0.0	5.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Tepidisphaerales;D_4__WD2101 soil group;D_5__Planctomycetales bacterium Ellin7244	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Tepidisphaerales;D_4__WD2101 soil group;D_5__uncultured Planctomycetaceae bacterium	0.0	0.0	0.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	10.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Tepidisphaerales;D_4__WD2101 soil group;D_5__uncultured bacterium	16.0	32.0	44.0	63.0	44.0	66.0	87.0	40.0	36.0	85.0	53.0	64.0	26.0	38.0	43.0	9.0	10.0	28.0	35.0	62.0	30.0	27.0	27.0	59.0	18.0	48.0	63.0	54.0	51.0	13.0	40.0	16.0	33.0	32.0	14.0	22.0	34.0	10.0	25.0	60.0	34.0	39.0	32.0	49.0	51.0	25.0	81.0	58.0	24.0	24.0	82.0	51.0	40.0	53.0	28.0	54.0	46.0	54.0	54.0	45.0	28.0	30.0	12.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Tepidisphaerales;D_4__WD2101 soil group;D_5__uncultured eubacterium WD283	0.0	0.0	5.0	0.0	0.0	0.0	1.0	2.0	0.0	9.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	22.0	0.0	18.0	4.0	23.0	3.0	3.0	0.0	0.0	2.0	0.0	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Tepidisphaerales;D_4__WD2101 soil group;__	39.0	75.0	56.0	66.0	55.0	31.0	100.0	57.0	29.0	58.0	69.0	49.0	78.0	100.0	26.0	4.0	17.0	64.0	15.0	79.0	68.0	40.0	19.0	80.0	32.0	124.0	107.0	27.0	66.0	37.0	62.0	26.0	41.0	42.0	23.0	51.0	68.0	17.0	14.0	104.0	56.0	21.0	17.0	39.0	20.0	39.0	90.0	72.0	27.0	30.0	62.0	112.0	17.0	137.0	60.0	111.0	89.0	31.0	24.0	37.0	78.0	14.0	16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Pla4 lineage;D_3__uncultured Planctomycetaceae bacterium;D_4__uncultured Planctomycetaceae bacterium;D_5__uncultured Planctomycetaceae bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Pla4 lineage;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	2.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Pla4 lineage;__;__;__	4.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	13.0	8.0	9.0	5.0	0.0	0.0	0.0	7.0	2.0	0.0	12.0	0.0	8.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	8.0	0.0	3.0	0.0	12.0	0.0	0.0	0.0	10.0	0.0	2.0	0.0	0.0	7.0	0.0	7.0	0.0	0.0	0.0	6.0	0.0	5.0	20.0	9.0	0.0	14.0	0.0	0.0	0.0	5.0	2.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Isosphaerales;D_4__Isosphaeraceae;D_5__Singulisphaera	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__uncultured;Ambiguous_taxa	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__vadinHA49;D_3__metagenome;D_4__metagenome;D_5__metagenome	0.0	2.0	0.0	0.0	0.0	0.0	4.0	14.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__vadinHA49;D_3__uncultured Antarctic bacterium LB3-13;D_4__uncultured Antarctic bacterium LB3-13;D_5__uncultured Antarctic bacterium LB3-13	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__vadinHA49;D_3__uncultured Planctomycetales bacterium;D_4__uncultured Planctomycetales bacterium;D_5__uncultured Planctomycetales bacterium	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__vadinHA49;__;__;__	2.0	0.0	3.0	0.0	4.0	0.0	3.0	3.0	0.0	0.0	6.0	0.0	0.0	2.0	2.0	0.0	0.0	3.0	4.0	5.0	5.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	9.0	4.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	4.0	0.0	3.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	2.0	7.0	3.0	0.0	4.0	0.0	6.0	7.0	5.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Acetobacterales;D_4__Acetobacteraceae;D_5__Acidicaldus	0.0	0.0	4.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	3.0	0.0	2.0	0.0	2.0	0.0	7.0	0.0	0.0	5.0	8.0	0.0	6.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	7.0	0.0	7.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	5.0	1.0	2.0	0.0	0.0	5.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	5.0	0.0	3.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Acetobacterales;D_4__Acetobacteraceae;D_5__Acidiphilium	0.0	0.0	0.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0	4.0	10.0	3.0	10.0	0.0	0.0	0.0	2.0	0.0	6.0	5.0	9.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	9.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	16.0	2.0	0.0	0.0	0.0	10.0	0.0	3.0	0.0	0.0	0.0	10.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Acetobacterales;D_4__Acetobacteraceae;D_5__Acidisoma	0.0	2.0	0.0	0.0	8.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	13.0	11.0	2.0	0.0	3.0	0.0	2.0	0.0	14.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	7.0	12.0	0.0	3.0	2.0	0.0	8.0	0.0	2.0	8.0	9.0	0.0	0.0	1.0	0.0	2.0	12.0	0.0	5.0	2.0	2.0	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Acetobacterales;D_4__Acetobacteraceae;D_5__Acidocella	0.0	0.0	0.0	4.0	7.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	19.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	4.0	5.0	2.0	3.0	0.0	0.0	19.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	12.0	24.0	0.0	4.0	35.0	0.0	0.0	0.0	0.0	25.0	5.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	5.0	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Acetobacterales;D_4__Acetobacteraceae;D_5__Endobacter	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Acetobacterales;D_4__Acetobacteraceae;D_5__Rhodovastum	0.0	5.0	0.0	19.0	0.0	0.0	3.0	0.0	0.0	5.0	2.0	0.0	4.0	4.0	0.0	0.0	0.0	4.0	2.0	3.0	0.0	0.0	0.0	5.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	3.0	6.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Acetobacterales;D_4__Acetobacteraceae;D_5__uncultured	18.0	30.0	8.0	38.0	71.0	45.0	122.0	8.0	5.0	29.0	36.0	36.0	171.0	198.0	25.0	19.0	2.0	64.0	9.0	27.0	21.0	95.0	1.0	202.0	37.0	84.0	11.0	10.0	41.0	113.0	50.0	46.0	38.0	24.0	17.0	51.0	10.0	44.0	25.0	197.0	103.0	110.0	4.0	59.0	141.0	56.0	98.0	17.0	2.0	88.0	86.0	51.0	12.0	42.0	16.0	85.0	58.0	34.0	34.0	63.0	40.0	17.0	23.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Acetobacterales;D_4__Acetobacteraceae;__	4.0	52.0	10.0	36.0	123.0	56.0	133.0	12.0	3.0	68.0	57.0	41.0	125.0	292.0	46.0	15.0	8.0	161.0	16.0	19.0	22.0	221.0	6.0	164.0	35.0	60.0	24.0	0.0	23.0	112.0	24.0	51.0	41.0	21.0	14.0	59.0	4.0	75.0	16.0	222.0	154.0	134.0	4.0	47.0	190.0	50.0	193.0	18.0	4.0	48.0	112.0	124.0	14.0	61.0	40.0	114.0	59.0	8.0	35.0	109.0	40.0	3.0	23.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Azospirillales;D_4__Inquilinaceae;D_5__Inquilinus	3.0	0.0	3.0	0.0	5.0	5.0	13.0	0.0	0.0	3.0	0.0	5.0	7.0	0.0	4.0	3.0	3.0	2.0	3.0	2.0	4.0	6.0	0.0	13.0	3.0	5.0	0.0	2.0	2.0	8.0	2.0	3.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	10.0	6.0	8.0	0.0	3.0	11.0	0.0	6.0	6.0	0.0	13.0	7.0	9.0	2.0	0.0	6.0	0.0	6.0	0.0	2.0	3.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Caulobacteraceae;D_5__Asticcacaulis	2.0	2.0	0.0	0.0	14.0	8.0	2.0	7.0	0.0	0.0	7.0	3.0	0.0	0.0	10.0	0.0	0.0	2.0	0.0	10.0	0.0	6.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	14.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	4.0	6.0	0.0	0.0	5.0	5.0	2.0	2.0	2.0	0.0	2.0	0.0	4.0	0.0	2.0	2.0	2.0	3.0	0.0	2.0	3.0	6.0	0.0	5.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Caulobacteraceae;D_5__Brevundimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Caulobacteraceae;D_5__Phenylobacterium	0.0	27.0	11.0	5.0	6.0	3.0	6.0	11.0	0.0	6.0	12.0	6.0	9.0	28.0	2.0	0.0	0.0	10.0	0.0	17.0	13.0	14.0	0.0	6.0	2.0	2.0	0.0	0.0	0.0	28.0	17.0	3.0	3.0	5.0	2.0	2.0	0.0	8.0	0.0	3.0	11.0	21.0	2.0	6.0	6.0	4.0	10.0	0.0	0.0	4.0	12.0	19.0	2.0	22.0	7.0	18.0	2.0	0.0	0.0	5.0	9.0	5.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Caulobacteraceae;D_5__uncultured	20.0	34.0	49.0	30.0	66.0	43.0	80.0	46.0	30.0	39.0	68.0	80.0	50.0	67.0	27.0	39.0	35.0	48.0	51.0	80.0	38.0	114.0	37.0	73.0	26.0	46.0	29.0	22.0	28.0	98.0	27.0	18.0	43.0	28.0	10.0	19.0	35.0	12.0	40.0	102.0	57.0	137.0	21.0	43.0	96.0	30.0	92.0	50.0	17.0	33.0	80.0	92.0	19.0	83.0	54.0	68.0	28.0	33.0	36.0	70.0	68.0	24.0	26.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Caulobacteraceae;__	2.0	17.0	9.0	6.0	22.0	0.0	10.0	5.0	0.0	6.0	13.0	12.0	22.0	4.0	2.0	4.0	0.0	16.0	7.0	0.0	0.0	48.0	2.0	16.0	2.0	8.0	0.0	0.0	0.0	23.0	3.0	4.0	7.0	2.0	0.0	4.0	0.0	3.0	0.0	16.0	11.0	17.0	2.0	0.0	32.0	3.0	35.0	3.0	0.0	2.0	4.0	10.0	2.0	13.0	2.0	15.0	3.0	9.0	2.0	8.0	12.0	3.0	2.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Hyphomonadaceae;D_5__Hirschia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Elsterales;D_4__Elsteraceae;D_5__Aliidongia	0.0	0.0	0.0	2.0	0.0	9.0	8.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	6.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	9.0	3.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	2.0	10.0	4.0	0.0	6.0	0.0	7.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Elsterales;D_4__Elsteraceae;D_5__uncultured	2.0	2.0	0.0	0.0	2.0	3.0	17.0	0.0	0.0	0.0	2.0	0.0	2.0	4.0	0.0	2.0	0.0	7.0	0.0	0.0	4.0	0.0	3.0	6.0	0.0	3.0	0.0	2.0	3.0	2.0	5.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	4.0	0.0	5.0	0.0	3.0	3.0	0.0	2.0	4.0	0.0	8.0	2.0	7.0	0.0	0.0	0.0	0.0	8.0	6.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Elsterales;D_4__URHD0088;D_5__uncultured Rhodospirillaceae bacterium	0.0	2.0	0.0	2.0	0.0	0.0	0.0	8.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Elsterales;D_4__URHD0088;D_5__uncultured alpha proteobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Elsterales;D_4__URHD0088;D_5__uncultured bacterium	7.0	0.0	3.0	0.0	0.0	0.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	5.0	0.0	0.0	6.0	3.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	5.0	2.0
